"redni broj","Vrh","planina ili predeo","NV","SGŠ","IGD","sekcija","napomene"
"234","Žarovi","Golija","1508","43⁰22,137‘","20⁰16,255‘","579 2 sjenica","JZ Srb."
"235","Krdašev krš","Golija","1506","43⁰16,688‘","20⁰17,298‘","579 2 sjenica","JZ Srb."
"236","Tikveš","Golija","1504","43⁰22,053‘","20⁰14,365‘"," 579 1 sjenica","JZ Srb."
"237","Javorje","Golija","1482","43⁰21,052‘","20⁰12,349‘"," 579 1 sjenica","JZ Srb."
"238","Javor","Golija","1481","43⁰22,733‘","20⁰14,318‘"," 579 1 sjenica","JZ Srb."
"239","Đokovo brdo","Golija","1458","43⁰25,785‘","20⁰19,449‘","579 2 sjenica","JZ Srb."
"240","Brežđe","Golija","1420","43⁰17,312‘","20⁰16,721‘","579 2 sjenica","JZ Srb."
"241","Stojec","Golija","1418","43⁰21,692‘","20⁰18,706‘","579 2 sjenica","JZ Srb."
"242","Izrub","Golija","1418","43⁰21,443‘","20⁰25,573‘","579 2 sjenica","JZ Srb."
"243","Borovnjak","Golija","1405","43⁰21,780‘","20⁰19,735‘","579 2 sjenica","JZ Srb."
"244","Javorovica","Golija","1362","43⁰22,794‘","20⁰22,848‘","579 2 sjenica","JZ Srb."
"245","Mlađov vrh","Golija","1359","43⁰22,719‘","20⁰20,474‘","579 2 sjenica","JZ Srb."
"246","Klekovica","Golija","1331","43⁰29,714‘","20⁰17,560‘","579 2 sjenica","JZ Srb."
"247","Klekovica","Golija","1331","43 29,711","20 17,565","579 2 sjenica","JZ Srb."
"248","Građevica","Golija","1308","43⁰14,831‘","20⁰20,755‘","579 4 sjenica","JZ Srb."
"249","Vrh","Golija","1271","43⁰27,511‘","20⁰18,574‘","579 2 sjenica","JZ Srb."
"250","Stradovsko brdo","Golija","1246","43⁰12,357‘","20⁰22,009‘","579 4 sjenica","JZ Srb."
"251","Velika Kovionica","Golija","1242","43⁰17,298‘","20⁰27,935‘","579 2 sjenica","JZ Srb."
"252","Kozija glava","Golija","1216","43⁰31,143‘","20⁰19,123‘","529 4 Čačak","JZ Srb."
"253","Gradac","Golija","1134","43⁰13,768‘","20⁰19,876‘","579 4 sjenica","JZ Srb."
"254","Golo brdo","Golija","1109","43⁰31,145‘","20⁰16,105‘","529 4 Čačak","JZ Srb."
"255","Stolac","Golija","1033","43⁰20,397‘","20⁰32,612‘","580 1 novi pazar","JZ Srb."
"256","Vršak","Golija (Kumanica)","1305","43⁰28,294‘","20⁰16,525‘","579 2 sjenica","JZ Srb."
"257","Vilje kolo","Golija (Trnava)","1059","43⁰18,931‘","20⁰30,437‘","580 1 novi pazar","JZ Srb."
"258","Čukara","Golija (Trnava)","930","43⁰19,362‘","20⁰32,503‘","580 1 novi pazar","JZ Srb."
"259","Klik","Golija, Divan","1319","43⁰23,358‘","20⁰27,488‘","579 2 sjenica","JZ Srb."
"260","Stanojev vrh","Golubac","732","43⁰44,180‘","20⁰12,200‘","529 3 Čačak","JZ Srb."
"261","Vis","Gradina","1430","43⁰27,671‘","19⁰15,510‘","577 2 Pljevlja","JZ gr.S-CG"
"262","Medni sat","Gradina","1404","43⁰26,465‘","19⁰19,616‘","577 2 Pljevlja","JZ gr.S-CG"
"263","Crvena stena","Gradina","1335","43⁰28,542‘","19⁰14,685‘","577 1 Pljevlja","JZ gr.S-CG"
"264","Glavica","Gradina","1133","43⁰27,571‘","19⁰22,045‘","577 2 Pljevlja","JZ Srb."
"265","Čelina","Gradina","850","43⁰28,344‘","19⁰19,356‘","577 2 Pljevlja","JZ Srb."
"266","Gradina","Hum","1502","43⁰00,681‘","20⁰13,340‘","579 3 sjenica","JZ Srb."
"267","Glog","Hum","1405","43⁰01,531‘","20⁰15,285‘","579 4 sjenica","JZ Srb."
"268","Perov vrh","Hum","1390","43⁰01,381‘","20⁰16,164‘","579 4 sjenica","JZ Srb."
"269","Borovica","Hum","1376","42°59,352′ N","20°14,261′ E","629 1 Peć","JZ Srb."
"270","Rupski vrh","Hum","1334","43⁰02,115‘","20⁰17,675‘","579 4 sjenica","JZ Srb."
"271","Vlahinja","Hum","1241","43⁰00,912‘","20⁰17,387‘","579 4 sjenica","JZ Srb."
"272","Glavica","Hum (Dolovo)","1163","42°58,578′ N","20°13,761′ E","629 1 Peć","JZ Srb."
"273","Slatina","Jabuka","1412","43⁰21,900‘","19⁰27,748‘","577 2 Pljevlja","JZ gr.S-CG"
"274","Mijajlovica","Jabuka","1410","43⁰21,134‘","19⁰27,683‘","577 2 Pljevlja","JZ gr.S-CG"
"275","Đopača","Jabuka","1297","43⁰ 2,317‘","19⁰ 3,800‘","578 1 prijepolje","JZ Srb."
"276","(Jabučko prisoje)","Jabuka","1269","43⁰ 2,947‘","19⁰ 3,543‘","578 1 prijepolje","JZ Srb."
"277","Kovčice","Jabuka","1247","43⁰19,643‘","19⁰29,425‘","577 2 Pljevlja","JZ gr.S-CG"
"278","Katunić","Jadovnik","1732","43⁰16,617‘","19⁰50,309‘","578 2 prijepolje","JZ Srb."
"279","Orlovača","Jadovnik","1708","43⁰16,232‘","19⁰49,914‘","578 2 prijepolje","JZ Srb."
"280","Javor","Jadovnik","1705","43⁰15,465‘","19⁰49,934‘","578 2 prijepolje","JZ Srb."
"281","Kozomor","Jadovnik","1673","43⁰17,214‘","19⁰49,460‘","578 2 prijepolje","JZ Srb."
"282","Jablanica","Jadovnik","1665","43⁰16,873‘","19⁰48,796‘","578 2 prijepolje","JZ Srb."
"283","Pliješ","Jadovnik","1612","43⁰16,676‘","19⁰51,219‘","578 2 prijepolje","JZ Srb."
"284","Valenica","Jadovnik","1600","43⁰17,086‘","19⁰46,656‘","578 2 prijepolje","JZ Srb."
"285","Mali Jadovnik","Jadovnik","1590","43⁰18,152‘","19⁰47,511‘","578 2 prijepolje","JZ Srb."
"286","Partizanski grob","Jadovnik","1587","43⁰17,367‘","19⁰48,277‘","578 2 prijepolje","JZ Srb."
"287","Okruglica","Jadovnik","1554","43⁰15,880‘","19⁰51,606‘","578 2 prijepolje","JZ Srb."
"288","Litica","Jadovnik","1492","43⁰15,640‘","19⁰52,582‘","578 2 prijepolje","JZ Srb."
"289","Jastrebovac","Jadovnik","1439","43⁰18,019‘","19⁰50,317‘","578 2 prijepolje","JZ Srb."
"290","Bitovik","Jadovnik","1391","43⁰18,560‘","19⁰52,080‘","578 2 prijepolje","JZ Srb."
"291","Sumarača","Jadovnik","1365","43⁰16,638‘","19⁰55,513‘","578 2 prijepolje","JZ Srb."
"292","Konjska glava","Jadovnik","1262","43⁰15,373‘","19⁰45,816‘","578 2 prijepolje","JZ Srb."
"293","","Jadovnik","1248","43⁰ 1,370‘","19⁰ 4,723‘","578 1 prijepolje","JZ Srb."
"294","","Jadovnik","1235","43⁰ 1,049‘","19⁰ 4,521‘","578 1 prijepolje","JZ Srb."
"295","Čelina","Jadovnik","1216","43⁰ 1,180‘","19⁰ 4,205‘","578 1 prijepolje","JZ Srb."
"296","","Jadovnik","1167","43⁰ 1,197‘","19⁰ 4,465‘","578 1 prijepolje","JZ Srb."
"297","(Crkvine)","Jadovnik","1098","43⁰ 2,894‘","19⁰ 4,129‘","578 1 prijepolje","JZ Srb."
"298","Koševine","Jadovnik","964","43⁰ 2,45 ‘","19⁰ 3,78 ‘","578 1 prijepolje","JZ Srb."
"299","Đurđevo brdo","Jadovnik","956","43⁰ 2,223‘","19⁰ 4,256‘","578 1 prijepolje","JZ Srb."
"300","Krš","Jadovnik","953","43⁰ 1,910‘","19⁰ 4,474‘","578 1 prijepolje","JZ Srb."
"301","Brusovnik","Jadovnik","936","43⁰ 1,555‘","19⁰ 4,757‘","578 1 prijepolje","JZ Srb."
"302","Krsmanin krš","Jadovnik","914","43⁰ 1,945‘","19⁰ 4,592‘","578 1 prijepolje","JZ Srb."
"303","Markov vrh","Jarut","1428","43⁰03,864‘","20⁰14,994‘","579 4 sjenica","JZ Srb."
"304","Ostrilo","Jarut","1369","43⁰04,207‘","20⁰17,156‘","579 4 sjenica","JZ Srb."
"305","Jukovo brdo","Jarut","1339","43⁰02,487‘","20⁰12,096‘","579 3 sjenica","JZ Srb."
"306","Planinik","Jarut","1333","43⁰04,569‘","20⁰13,929‘","579 3 sjenica","JZ Srb."
"307","Hamidov vrh","Jarut","1331","43⁰03,411‘","20⁰15,748‘","579 4 sjenica","JZ Srb."
"308","Koritnik","Jarut","1324","43⁰02,876‘","20⁰12,853‘","579 3 sjenica","JZ Srb."
"309","Mestoglava","Jarut","1316","43⁰03,635‘","20⁰18,634‘","579 4 sjenica","JZ Srb."
"310","Tupež","Jarut","1301","43⁰04,377‘","20⁰18,143‘","579 4 sjenica","JZ Srb."
"311","Sokolovina","Jarut","1293","43⁰06,581‘","20⁰12,119‘","579 3 sjenica","JZ Srb."
"312","Vasilin vrh","Javor","1519","43⁰26,469‘","20⁰03,596‘"," 579 1 sjenica","JZ Srb."
"313","Jankov vrh","Javor","1492","43⁰26,366‘","20⁰02,462‘"," 579 1 sjenica","JZ Srb."
"314","Veliki Borovac","Javor","1468","43⁰19,854‘","20⁰06,338‘"," 579 1 sjenica","JZ Srb."
"315","Gobeljića krš","Javor","1444","43⁰25,869‘","20⁰04,419‘"," 579 1 sjenica","JZ Srb."
"316","","Javor","1439","43⁰25,660‘","20⁰06,187‘"," 579 1 sjenica","JZ Srb."
"317","Vrhovi","Javor","1422","43⁰24,777‘","20⁰05,801‘"," 579 1 sjenica","JZ Srb."
"318","Troglav","Javor","1419","43⁰26,212‘","20⁰05,903‘"," 579 1 sjenica","JZ Srb."
"319","Crni vrh","Javor","1416","43⁰18,432‘","20⁰08,354‘"," 579 1 sjenica","JZ Srb."
"320","Boljetin","Javor","1415","43⁰24,860‘","20⁰06,599‘"," 579 1 sjenica","JZ Srb."
"321","Beli kamen","Javor","1413","43⁰19,417‘","20⁰08,245‘"," 579 1 sjenica","JZ Srb."
"322","Velika Lisa","Javor","1403","43⁰18,134‘","20⁰07,369‘"," 579 1 sjenica","JZ Srb."
"323","Huselj","Javor","1401","43⁰25,453‘","20⁰04,123‘"," 579 1 sjenica","JZ Srb."
"324","Glavica","Javor","1399","43⁰28,007‘","20⁰01,984‘"," 579 1 sjenica","JZ Srb."
"325","Cugulj","Javor","1389","43⁰22,755‘","20⁰07,538‘"," 579 1 sjenica","JZ Srb."
"326","Koravčina","Javor","1353","43⁰23,483‘","20⁰06,125‘"," 579 1 sjenica","JZ Srb."
"327","Suševina","Javor","1341","43⁰27,674‘","20⁰03,361‘"," 579 1 sjenica","JZ Srb."
"328","Ogorijevac","Javor","1331","43⁰24,749‘","20⁰03,831‘"," 579 1 sjenica","JZ Srb."
"329","Leskovac","Javor","1325","43⁰23,520‘","20⁰02,771‘"," 579 1 sjenica","JZ Srb."
"330","Brežđe","Javor","1311","43⁰27,443‘","19⁰59,834‘","578 2 prijepolje","JZ Srb."
"331","Fijuljak","Javor","1308","43⁰19,943‘","20⁰04,470‘"," 579 1 sjenica","JZ Srb."
"332","Stenički vrh","Javor","1261","43⁰26,473‘","20⁰09,008‘"," 579 1 sjenica","JZ Srb."
"333","Karađorđev šanac","Javor ( Kobilje)","1389","43⁰24,793‘","20⁰10,771‘"," 579 1 sjenica","JZ Srb."
"334","Vrhovi","Javor (Štitkovo)","1262","43⁰28,632‘","19⁰57,182‘","578 2 prijepolje","JZ Srb."
"335","Vučija stena","Javor (Štitkovo)","1254","43⁰28,151‘","19⁰59,438‘","578 2 prijepolje","JZ Srb."
"336","Ober","Javorje","1486","43⁰32,599‘","19⁰18,307‘","527 4 višegrad","JZ Srb."
"337","Brnđuša","Javorje","1328","43⁰31,366‘","19⁰18,225‘","527 4 višegrad","JZ Srb."
"338","Crna stena","Jelica","929","43⁰47,562‘","20⁰21,922‘","529 2 Čačak","JZ Srb."
"339","Neboš","Jelica","894","43⁰49,127‘","20⁰20,705‘","529 2 Čačak","JZ Srb."
"340","Vetrinje","Jelica","869","43⁰49,261‘","20⁰19,654‘","529 2 Čačak","JZ Srb."
"341","Gradina","Jelica","846","43⁰49,780‘","20⁰18,968‘","529 2 Čačak","JZ Srb."
"342","Stjenik ?","Jelica","825","43⁰49,146‘","20⁰21,516‘","529 2 Čačak","JZ Srb."
"343","","Jelica","822","43⁰46,545‘","20⁰23,377‘","529 2 Čačak","JZ Srb."
"344","Rajački vis","Jelica","819","43⁰47,039‘","20⁰23,890‘","529 2 Čačak","JZ Srb."
"345","Crna stena","Jelica","811","43⁰48,063‘","20⁰22,307‘","529 2 Čačak","JZ Srb."
"346","Stjenik","Jelica","805","43⁰49,114‘","20⁰21,874‘","529 2 Čačak","JZ Srb."
"347","Jastrebar","Jelica","796","43⁰43,301‘","20⁰26,742‘","529 4 Čačak","JZ Srb."
"348","Šibonjsko brdo","Jelica","743","43⁰45,834‘","20⁰24,503‘","529 2 Čačak","JZ Srb."
"349","Rujevna","Jelica","636","43⁰45,400‘","20⁰26,184‘","529 2 Čačak","JZ Srb."
"350","Ridna kosa","Jelica","618","43⁰50,713‘","20⁰18,853‘","529 2 Čačak","JZ Srb."
"351","Ravna gora","Kamena gora","1496","43⁰ 18,672‘","19⁰32,479‘","578 1 prijepolje","JZ Srb."
"352","","Kamena gora","1482","43⁰ 17,560‘","19⁰ 33,043‘","578 1 prijepolje","JZ Srb."
"353","Crni vrh","Kamena gora","1481","43⁰14,885‘","19⁰34,358‘","578 3 Prijepolje","JZ Srb."
"354","Jezerina","Kamena gora","1479","43⁰ 15,106‘","19⁰ 34,403‘","578 1 prijepolje","JZ Srb."
"355","Katunište","Kamena gora","1478","43⁰ 17,840‘","19⁰ 32,076‘","578 1 prijepolje","JZ gr.S-CG"
"356","Golo brdo","Kamena gora","1447","43⁰14,733‘","19⁰35,202‘","578 3 Prijepolje","JZ Srb."
"357","Goli vrh","Kamena gora","1435","43⁰15,225‘","19⁰33,653‘","578 1 prijepolje","JZ Srb."
"358","Metaljka","Kamena gora","1422","43⁰ 17,191‘","19⁰ 32,531‘","578 1 prijepolje","JZ Srb."
"359","","Kamena gora","1420","43⁰ 16,281‘","19⁰ 32,326‘","578 1 prijepolje","JZ Srb."
"360","Kuveljin krš","Kamena gora","1370","43⁰14,165‘","19⁰34,945‘","578 3 Prijepolje","JZ gr.S-CG"
"361","Pribojna","Kamena gora","1359","43⁰ 16,356‘","19⁰ 33,947‘","578 1 prijepolje","JZ Srb."
"362","(Petnja)","Kamena gora","1297","43⁰14,437‘","19⁰38,334‘","578 3 Prijepolje","JZ Srb."
"363","Vrhovi","Kamena gora","1290","43⁰13,269‘","19⁰36,975‘","578 3 Prijepolje","JZ gr.S-CG"
"364","Koritnik","Kilavac","1471","43⁰12,744‘","19⁰58,327‘","578  4 Prijepolje","JZ Srb."
"365","","Kitonja","1342","43⁰ 29,509‘","19⁰ 43,017‘","578 1 prijepolje","JZ Srb."
"366","Bojčina glava","Kitonja","1258","43⁰ 2,328‘","19⁰ 4,365‘","578 1 prijepolje","JZ Srb."
"367","Medovo brdo","Komaran","1344","43⁰10,748‘","19⁰39,370‘","578 3 Prijepolje","JZ Srb."
"368","Ravni  jasen","Komaran","1270","43⁰12,318‘","19⁰44,601‘","578 3 Prijepolje","JZ Srb."
"369","Crni vrh","Komaran","1129","43⁰12,910‘","19⁰39,874‘","578 3 Prijepolje","JZ Srb."
"370","Hrta","Koštan-polje","1205","43⁰08,679‘","20⁰20,952‘","579 4 sjenica","JZ Srb."
"371","Markovo brdo","Koštan-polje","1197","43⁰08,495‘","20⁰22,313‘","579 4 sjenica","JZ Srb."
"372","Bučanice","Koštan-polje","1170","43⁰08,388‘","20⁰18,565‘","579 4 sjenica","JZ Srb."
"373","Lisova","Koštan-polje","1149","43⁰07,672‘","20⁰17,569‘","579 4 sjenica","JZ Srb."
"374","Lis","Krstac","699","43⁰47,642‘","20⁰11,926‘","529 1 Čačak","JZ Srb."
"375","Crna stena","Krstac","631","43⁰48,998‘","20⁰09,472‘","529 1 Čačak","JZ Srb."
"376","Bjeloševac","Krstac","629","43⁰50,393‘","20⁰07,739‘","529 1 Čačak","JZ Srb."
"377","Krstača","Krstača (Pešter)","1756","42°57,817′ N","20°07,612′ E","629 1 Peć","JZ gr.S-CG"
"378","Gradina","Krstača (Pešter)","1691","42°58,747′ N","20°08,563′ E","629 1 Peć","JZ gr.S-CG"
"379","Stari krst","Krstača (Pešter)","1597","42°59,687′ N","20°07,001′ E","629 1 Peć","JZ Srb."
"380","Šuplji kamen","Krstača (Pešter)","1586","42°59,088′ N","20°06,205′ E","629 1 Peć","JZ gr.S-CG"
"381","Jelak","Krstača (Pešter)","1538","43⁰00,006‘","20⁰10,487‘","579 3 sjenica","JZ Srb."
"382","Ozren","Krstača (Pešter)","1518","42°59,924′ N","20°04,454′ E","629 1 Peć","JZ gr.S-CG"
"383","Đurđevica","Krstača (Pešter)","1468","43⁰00,414‘","20⁰07,844‘","579 3 sjenica","JZ Srb."
"384","Zekavica","Krstača (Pešter)","1439","42°59,653′ N","20°11,635′ E","629 1 Peć","JZ Srb."
"385","Stračijevac","Krstača (Pešter)","1429","43⁰00,674‘","20⁰10,928‘","579 3 sjenica","JZ Srb."
"386","Kukutnica","Kukutnica","1382","43⁰36,132‘","20⁰01,988‘","529 3 Čačak","JZ Srb."
"387","","Malič","1100","43⁰38,957‘","20⁰06,515‘","529 3 Čačak","JZ Srb."
"388","Pogled","Mokra gora","2154","42°49,924′ N","20°22,140′ E","629 2 Peć","JZ g.Sr/K/CG"
"389","Smailova kula","Mokra Gora","1947","42°50,791′ N","20°21,494′ E","629 2 Peć","JZ gr.S-CG"
"390","Strašnik","Mokra Gora","1942","42°50,737′ N","20°24,363′ E","629 2 Peć","JZ gr.S-K"
"391","Nevestin grob","Mokra Gora","1929","42°50,552′ N","20°23,341′ E","629 2 Peć","JZ gr.S-K"
"392","Veliko brdo","Mokra Gora","1844","42°50,935′ N","20°22,962′ E","629 2 Peć","JZ Srb."
"393","Dinovo brdo","Mokra Gora","1842","42°50,650′ N","20°25,417′ E","629 2 Peć","JZ gr.S-K"
"394","Klinski vrh","Mokra gora","1808","42°52,565′ N","20°31,083′ E","630 1 K.Mitrovica","JZ g.S-K"
"395","Novi vrh","Mokra Gora","1806","42°49,902′ N","20°26,915′ E","629 2 Peć","JZ gr.S-K"
"396","Vrh Ledenica","Mokra Gora","1801","42°51,173′ N","20°28,137′ E","629 2 Peć","JZ gr.S-K"
"397","Istočka strana","Mokra gora (Babin Do)","1724","42°51,453′ N","20°24,852′ E","629 2 Peć","JZ Srb."
"398","Bandera","Mokra gora (Babin Do)","1685","42°51,736′ N","20°23,333′ E","629 2 Peć","JZ Srb."
"399","Prijate","Mokra gora (Babin Do)","1666","42°52,081′ N","20°26,438′ E","629 2 Peć","JZ Srb."
"400","Orlosed","Mokra gora (Babin Do)","1609","42°52,231′ N","20°24,103′ E","629 2 Peć","JZ Srb."
"401","Muša","Mokra gora (Babin Do)","1504","42°52,202′ N","20°25,149′ E","629 2 Peć","JZ Srb."
"402","Oklačka glava","Mokra planina","1729","42°54,340′ N","20°30,810′ E","630 1 K.Mitrovica","JZ g.S-K"
"403","Mučanj","Mučanj","1534","43⁰32,726‘","20⁰02,397‘","529 3 Čačak","JZ Srb."
"404","","Mučanj","1436","43⁰32,633‘","20⁰00,569‘","529 3 Čačak","JZ Srb."
"405","","Mučanj","1429","43⁰32,890‘","19⁰59,884‘","528 4 Užice","JZ Srb."
"406","Vrhovi","Mučanj","1427","43⁰32,625‘","20⁰01,190‘","529 3 Čačak","JZ Srb."
"407","Javorovica","Mučanj","1406","43⁰32,915‘","20⁰01,048‘","529 3 Čačak","JZ Srb."
"408","","Mučanj","1396","43⁰32,911‘","19⁰58,899‘","528 4 Užice","JZ Srb."
"409","Velika ćava","Mučanj","1371","43⁰35,602‘","19⁰58,599‘","528 4 Užice","JZ Srb."
"410","Visočka ćava","Mučanj","1163","43⁰37,485‘","19⁰54,382‘","528 4 Užice","JZ Srb."
"411","Sivoš","Mučanj","1113","43⁰37,152‘","19⁰57,057‘","528 4 Užice","JZ Srb."
"412","","Ovčar","986","43⁰53,799‘","20⁰13,307‘","529 1 Čačak","JZ Srb."
"413","","Ozalj","1253","43⁰27,801‘","19⁰28,168‘","577 2 Pljevlja","JZ Srb."
"414","","Ozalj","1228","43⁰28,738‘","19⁰26,166‘","577 2 Pljevlja","JZ Srb."
"415","Velika greda","Ozren","1586","43⁰11,740‘","19⁰53,211‘","578  4 Prijepolje","JZ Srb."
"416","Vetrenik","Ozren","1581","43⁰12,651‘","19⁰52,249‘","578  4 Prijepolje","JZ Srb."
"417","Kruževac","Ozren","1578","43⁰13,960‘","19⁰50,121‘","578  4 Prijepolje","JZ Srb."
"418","Krnji bor","Ozren","1480","43⁰12,953‘","19⁰51,395‘","578  4 Prijepolje","JZ Srb."
"419","Kulina","Ozren","1302","43⁰10,831‘","19⁰50,019‘","578  4 Prijepolje","JZ Srb."
"420","Čukari","Ozren","1082","43⁰12,468‘","19⁰46,849‘","578  4 Prijepolje","JZ Srb."
"421","Orlovača","Ozren Revuša","1693","43⁰14,679‘","19⁰51,081‘","578  4 Prijepolje","JZ Srb."
"422","Kamarišta","Ozren Revuša","1641","43⁰13,764‘","19⁰50,937‘","578  4 Prijepolje","JZ Srb."
"423","Čir","Ozren Revuša","1600","43⁰14,601‘","19⁰48,677‘","578  4 Prijepolje","JZ Srb."
"424","Kablja glava","Ozren Revuša","1462","43⁰14,700‘","19⁰47,696‘","578  4 Prijepolje","JZ Srb."
"425","Pape","Ozren Revuša","1354","43⁰14,408‘","19⁰54,438‘","578  4 Prijepolje","JZ Srb."
"426","Pozvizd","Ozren Revuša","1301","43⁰14,626‘","19⁰46,433‘","578  4 Prijepolje","JZ Srb."
"427","V.Čuker","Pešter","1392","43⁰08,324‘","20⁰05,657‘","579 3 sjenica","JZ Srb."
"428","Budevica","Pešter","1392","43⁰07,605‘","19⁰55,469‘","578  4 Prijepolje","JZ Srb."
"429","Ozebac","Pešter","1363","43⁰08,174‘","20⁰06,548‘","579 3 sjenica","JZ Srb."
"430","Trojan","Pešter","1351","43⁰06,556‘","20⁰09,924‘","579 3 sjenica","JZ Srb."
"431","Biočki Ozebac","Pešter","1312","43⁰07,320‘","20⁰05,754‘","579 3 sjenica","JZ Srb."
"432","Čuvilje","Pešter (Donje Lopiže)","1121","43⁰19,412‘","19⁰59,499‘","578 2 prijepolje","JZ Srb."
"433","Gradina","Pešter (Dubinje)","1330","43⁰12,305‘","20⁰03,343‘","579 3 sjenica","JZ Srb."
"434","Crni vrh","Pešter (Dubinje)","1301","43⁰13,073‘","20⁰06,741‘","579 3 sjenica","JZ Srb."
"435","Hamidovo brdo","Pešter (Kijevci)","1347","43⁰11,127‘","20⁰04,714‘","579 3 sjenica","JZ Srb."
"436","Vilišta","Pešter (Korita)","1478","43⁰03,234‘","19⁰59,640‘","578  4 Prijepolje","JZ gr.S-CG"
"437","Kuljarski vrh","Pešter (Moravac)","1492","43⁰00,670‘","20⁰05,907‘","579 3 sjenica","JZ Srb."
"438","Blizanac","Pešter (Šaronje)","1036","43⁰11,933‘","20⁰26,081‘","579 4 sjenica","JZ Srb."
"439","Kapić","Pešter (Sjenica)","1268","43⁰20,917‘","20⁰02,584‘"," 579 1 sjenica","JZ Srb."
"440","Babinjača","Pešter (Sjenica)","1230","43⁰17,883‘","19⁰57,625‘","578 2 prijepolje","JZ Srb."
"441","Maljevine","Pešter (Sjenica)","1179","43⁰18,340‘","19⁰58,823‘","578 2 prijepolje","JZ Srb."
"442","Čemernik","Pešter (Sjeničko jezero)","1334","43⁰21,975‘","19⁰55,801‘","578 2 prijepolje","JZ Srb."
"443","Gradina","Pešter (Sjeničko jezero)","1306","43⁰25,179‘","19⁰58,031‘","578 2 prijepolje","JZ Srb."
"444","Kamenita glava","Pešter (Sjeničko jezero)","1265","43⁰22,299‘","19⁰59,233‘","578 2 prijepolje","JZ Srb."
"445","Kobilja glava","Pešter (Sjeničko jezero)","1237","43⁰24,790‘","19⁰55,022‘","578 2 prijepolje","JZ Srb."
"446","Šaponjski vrh","Pešter (Sjeničko jezero)","1235","43⁰24,436‘","19⁰56,429‘","578 2 prijepolje","JZ Srb."
"447","Osječenik","Pešter (Trešnjevica)","1427","43⁰08,701‘","19⁰51,840‘","578  4 Prijepolje","JZ Srb."
"448","Crnoglav","Pešter (Trešnjevica)","1317","43⁰07,388‘","19⁰51,540‘","578  4 Prijepolje","JZ Srb."
"449","Plavičevica","Pešter (Ugao)","1406","43⁰02,196‘","20⁰04,689‘","579 3 sjenica","JZ Srb."
"450","Čeret","(Sjenica, Doliće)","1304","43⁰05,540‘","20⁰00,525‘","579 3 sjenica","JZ Srb."
