"redni broj","Vrh","planina ili predeo","NV","SGŠ","IGD","sekcija","napomene"
"254","Golo brdo","Golija","1109","43°31,145‘","20°16,105‘","529 4 Cacak","JZ Srb."
"255","Stolac","Golija","1033","43°20,397‘","20°32,612‘","580 1 novi pazar","JZ Srb."
"256","Vršak","Golija (Kumanica)","1305","43°28,294‘","20°16,525‘","579 2 sjenica","JZ Srb."
"257","Vilje kolo","Golija (Trnava)","1059","43°18,931‘","20°30,437‘","580 1 novi pazar","JZ Srb."
"258","Cukara","Golija (Trnava)","930","43°19,362‘","20°32,503‘","580 1 novi pazar","JZ Srb."
"259","Klik","Golija, Divan","1319","43°23,358‘","20°27,488‘","579 2 sjenica","JZ Srb."
"260","Stanojev vrh","Golubac","732","43°44,180‘","20°12,200‘","529 3 Cacak","JZ Srb."
"261","Vis","Gradina","1430","43°27,671‘","19°15,510‘","577 2 Pljevlja","JZ gr.S-CG"
"262","Medni sat","Gradina","1404","43°26,465‘","19°19,616‘","577 2 Pljevlja","JZ gr.S-CG"
"263","Crvena stena","Gradina","1335","43°28,542‘","19°14,685‘","577 1 Pljevlja","JZ gr.S-CG"
"264","Glavica","Gradina","1133","43°27,571‘","19°22,045‘","577 2 Pljevlja","JZ Srb."
"265","Celina","Gradina","850","43°28,344‘","19°19,356‘","577 2 Pljevlja","JZ Srb."
"266","Gradina","Hum","1502","43°00,681‘","20°13,340‘","579 3 sjenica","JZ Srb."
"267","Glog","Hum","1405","43°01,531‘","20°15,285‘","579 4 sjenica","JZ Srb."
"268","Perov vrh","Hum","1390","43°01,381‘","20°16,164‘","579 4 sjenica","JZ Srb."
"269","Borovica","Hum","1376","42°59,352' N","20°14,261' E","629 1 Pec","JZ Srb."
"270","Rupski vrh","Hum","1334","43°02,115‘","20°17,675‘","579 4 sjenica","JZ Srb."
"271","Vlahinja","Hum","1241","43°00,912‘","20°17,387‘","579 4 sjenica","JZ Srb."
"272","Glavica","Hum (Dolovo)","1163","42°58,578' N","20°13,761' E","629 1 Pec","JZ Srb."
"273","Slatina","Jabuka","1412","43°21,900‘","19°27,748‘","577 2 Pljevlja","JZ gr.S-CG"
"274","Mijajlovica","Jabuka","1410","43°21,134‘","19°27,683‘","577 2 Pljevlja","JZ gr.S-CG"
"275","Ðopaca","Jabuka","1297","43° 2,317‘","19° 3,800‘","578 1 prijepolje","JZ Srb."
"276","(Jabucko prisoje)","Jabuka","1269","43° 2,947‘","19° 3,543‘","578 1 prijepolje","JZ Srb."
"277","Kovcice","Jabuka","1247","43°19,643‘","19°29,425‘","577 2 Pljevlja","JZ gr.S-CG"
"278","Katunic","Jadovnik","1732","43°16,617‘","19°50,309‘","578 2 prijepolje","JZ Srb."
"279","Orlovaca","Jadovnik","1708","43°16,232‘","19°49,914‘","578 2 prijepolje","JZ Srb."
"280","Javor","Jadovnik","1705","43°15,465‘","19°49,934‘","578 2 prijepolje","JZ Srb."
"281","Kozomor","Jadovnik","1673","43°17,214‘","19°49,460‘","578 2 prijepolje","JZ Srb."
"282","Jablanica","Jadovnik","1665","43°16,873‘","19°48,796‘","578 2 prijepolje","JZ Srb."
"283","Pliješ","Jadovnik","1612","43°16,676‘","19°51,219‘","578 2 prijepolje","JZ Srb."
"284","Valenica","Jadovnik","1600","43°17,086‘","19°46,656‘","578 2 prijepolje","JZ Srb."
"285","Mali Jadovnik","Jadovnik","1590","43°18,152‘","19°47,511‘","578 2 prijepolje","JZ Srb."
"286","Partizanski grob","Jadovnik","1587","43°17,367‘","19°48,277‘","578 2 prijepolje","JZ Srb."
"287","Okruglica","Jadovnik","1554","43°15,880‘","19°51,606‘","578 2 prijepolje","JZ Srb."
"288","Litica","Jadovnik","1492","43°15,640‘","19°52,582‘","578 2 prijepolje","JZ Srb."
"289","Jastrebovac","Jadovnik","1439","43°18,019‘","19°50,317‘","578 2 prijepolje","JZ Srb."
"290","Bitovik","Jadovnik","1391","43°18,560‘","19°52,080‘","578 2 prijepolje","JZ Srb."
"291","Sumaraca","Jadovnik","1365","43°16,638‘","19°55,513‘","578 2 prijepolje","JZ Srb."
"292","Konjska glava","Jadovnik","1262","43°15,373‘","19°45,816‘","578 2 prijepolje","JZ Srb."
"293","","Jadovnik","1248","43° 1,370‘","19° 4,723‘","578 1 prijepolje","JZ Srb."
"294","","Jadovnik","1235","43° 1,049‘","19° 4,521‘","578 1 prijepolje","JZ Srb."
"295","Celina","Jadovnik","1216","43° 1,180‘","19° 4,205‘","578 1 prijepolje","JZ Srb."
"296","","Jadovnik","1167","43° 1,197‘","19° 4,465‘","578 1 prijepolje","JZ Srb."
"297","(Crkvine)","Jadovnik","1098","43° 2,894‘","19° 4,129‘","578 1 prijepolje","JZ Srb."
"298","Koševine","Jadovnik","964","43° 2,45 ‘","19° 3,78 ‘","578 1 prijepolje","JZ Srb."
"299","Ðurdevo brdo","Jadovnik","956","43° 2,223‘","19° 4,256‘","578 1 prijepolje","JZ Srb."
"300","Krš","Jadovnik","953","43° 1,910‘","19° 4,474‘","578 1 prijepolje","JZ Srb."
"301","Brusovnik","Jadovnik","936","43° 1,555‘","19° 4,757‘","578 1 prijepolje","JZ Srb."
"302","Krsmanin krš","Jadovnik","914","43° 1,945‘","19° 4,592‘","578 1 prijepolje","JZ Srb."
"303","Markov vrh","Jarut","1428","43°03,864‘","20°14,994‘","579 4 sjenica","JZ Srb."
"304","Ostrilo","Jarut","1369","43°04,207‘","20°17,156‘","579 4 sjenica","JZ Srb."
"305","Jukovo brdo","Jarut","1339","43°02,487‘","20°12,096‘","579 3 sjenica","JZ Srb."
"306","Planinik","Jarut","1333","43°04,569‘","20°13,929‘","579 3 sjenica","JZ Srb."
"307","Hamidov vrh","Jarut","1331","43°03,411‘","20°15,748‘","579 4 sjenica","JZ Srb."
"308","Koritnik","Jarut","1324","43°02,876‘","20°12,853‘","579 3 sjenica","JZ Srb."
"309","Mestoglava","Jarut","1316","43°03,635‘","20°18,634‘","579 4 sjenica","JZ Srb."
"310","Tupež","Jarut","1301","43°04,377‘","20°18,143‘","579 4 sjenica","JZ Srb."
"311","Sokolovina","Jarut","1293","43°06,581‘","20°12,119‘","579 3 sjenica","JZ Srb."
"312","Vasilin vrh","Javor","1519","43°26,469‘","20°03,596‘"," 579 1 sjenica","JZ Srb."
"313","Jankov vrh","Javor","1492","43°26,366‘","20°02,462‘"," 579 1 sjenica","JZ Srb."
"314","Veliki Borovac","Javor","1468","43°19,854‘","20°06,338‘"," 579 1 sjenica","JZ Srb."
"315","Gobeljica krš","Javor","1444","43°25,869‘","20°04,419‘"," 579 1 sjenica","JZ Srb."
"316","","Javor","1439","43°25,660‘","20°06,187‘"," 579 1 sjenica","JZ Srb."
"317","Vrhovi","Javor","1422","43°24,777‘","20°05,801‘"," 579 1 sjenica","JZ Srb."
"318","Troglav","Javor","1419","43°26,212‘","20°05,903‘"," 579 1 sjenica","JZ Srb."
"319","Crni vrh","Javor","1416","43°18,432‘","20°08,354‘"," 579 1 sjenica","JZ Srb."
"320","Boljetin","Javor","1415","43°24,860‘","20°06,599‘"," 579 1 sjenica","JZ Srb."
"321","Beli kamen","Javor","1413","43°19,417‘","20°08,245‘"," 579 1 sjenica","JZ Srb."
"322","Velika Lisa","Javor","1403","43°18,134‘","20°07,369‘"," 579 1 sjenica","JZ Srb."
"323","Huselj","Javor","1401","43°25,453‘","20°04,123‘"," 579 1 sjenica","JZ Srb."
"324","Glavica","Javor","1399","43°28,007‘","20°01,984‘"," 579 1 sjenica","JZ Srb."
"325","Cugulj","Javor","1389","43°22,755‘","20°07,538‘"," 579 1 sjenica","JZ Srb."
"326","Koravcina","Javor","1353","43°23,483‘","20°06,125‘"," 579 1 sjenica","JZ Srb."
"327","Suševina","Javor","1341","43°27,674‘","20°03,361‘"," 579 1 sjenica","JZ Srb."
"328","Ogorijevac","Javor","1331","43°24,749‘","20°03,831‘"," 579 1 sjenica","JZ Srb."
"329","Leskovac","Javor","1325","43°23,520‘","20°02,771‘"," 579 1 sjenica","JZ Srb."
"330","Brežde","Javor","1311","43°27,443‘","19°59,834‘","578 2 prijepolje","JZ Srb."
"331","Fijuljak","Javor","1308","43°19,943‘","20°04,470‘"," 579 1 sjenica","JZ Srb."
"332","Stenicki vrh","Javor","1261","43°26,473‘","20°09,008‘"," 579 1 sjenica","JZ Srb."
"333","Karadordev šanac","Javor ( Kobilje)","1389","43°24,793‘","20°10,771‘"," 579 1 sjenica","JZ Srb."
"334","Vrhovi","Javor (Štitkovo)","1262","43°28,632‘","19°57,182‘","578 2 prijepolje","JZ Srb."
"335","Vucija stena","Javor (Štitkovo)","1254","43°28,151‘","19°59,438‘","578 2 prijepolje","JZ Srb."
"336","Ober","Javorje","1486","43°32,599‘","19°18,307‘","527 4 višegrad","JZ Srb."
"337","Brnduša","Javorje","1328","43°31,366‘","19°18,225‘","527 4 višegrad","JZ Srb."
"338","Crna stena","Jelica","929","43°47,562‘","20°21,922‘","529 2 Cacak","JZ Srb."
"339","Neboš","Jelica","894","43°49,127‘","20°20,705‘","529 2 Cacak","JZ Srb."
"340","Vetrinje","Jelica","869","43°49,261‘","20°19,654‘","529 2 Cacak","JZ Srb."
"341","Gradina","Jelica","846","43°49,780‘","20°18,968‘","529 2 Cacak","JZ Srb."
"342","Stjenik ?","Jelica","825","43°49,146‘","20°21,516‘","529 2 Cacak","JZ Srb."
"343","","Jelica","822","43°46,545‘","20°23,377‘","529 2 Cacak","JZ Srb."
"344","Rajacki vis","Jelica","819","43°47,039‘","20°23,890‘","529 2 Cacak","JZ Srb."
"345","Crna stena","Jelica","811","43°48,063‘","20°22,307‘","529 2 Cacak","JZ Srb."
"346","Stjenik","Jelica","805","43°49,114‘","20°21,874‘","529 2 Cacak","JZ Srb."
"347","Jastrebar","Jelica","796","43°43,301‘","20°26,742‘","529 4 Cacak","JZ Srb."
"348","Šibonjsko brdo","Jelica","743","43°45,834‘","20°24,503‘","529 2 Cacak","JZ Srb."
"349","Rujevna","Jelica","636","43°45,400‘","20°26,184‘","529 2 Cacak","JZ Srb."
"350","Ridna kosa","Jelica","618","43°50,713‘","20°18,853‘","529 2 Cacak","JZ Srb."
"351","Ravna gora","Kamena gora","1496","43° 18,672‘","19°32,479‘","578 1 prijepolje","JZ Srb."
"352","","Kamena gora","1482","43° 17,560‘","19° 33,043‘","578 1 prijepolje","JZ Srb."
"353","Crni vrh","Kamena gora","1481","43°14,885‘","19°34,358‘","578 3 Prijepolje","JZ Srb."
"354","Jezerina","Kamena gora","1479","43° 15,106‘","19° 34,403‘","578 1 prijepolje","JZ Srb."
"355","Katunište","Kamena gora","1478","43° 17,840‘","19° 32,076‘","578 1 prijepolje","JZ gr.S-CG"
"356","Golo brdo","Kamena gora","1447","43°14,733‘","19°35,202‘","578 3 Prijepolje","JZ Srb."
"357","Goli vrh","Kamena gora","1435","43°15,225‘","19°33,653‘","578 1 prijepolje","JZ Srb."
"358","Metaljka","Kamena gora","1422","43° 17,191‘","19° 32,531‘","578 1 prijepolje","JZ Srb."
"359","","Kamena gora","1420","43° 16,281‘","19° 32,326‘","578 1 prijepolje","JZ Srb."
"360","Kuveljin krš","Kamena gora","1370","43°14,165‘","19°34,945‘","578 3 Prijepolje","JZ gr.S-CG"
"361","Pribojna","Kamena gora","1359","43° 16,356‘","19° 33,947‘","578 1 prijepolje","JZ Srb."
"362","(Petnja)","Kamena gora","1297","43°14,437‘","19°38,334‘","578 3 Prijepolje","JZ Srb."
"363","Vrhovi","Kamena gora","1290","43°13,269‘","19°36,975‘","578 3 Prijepolje","JZ gr.S-CG"
"364","Koritnik","Kilavac","1471","43°12,744‘","19°58,327‘","578  4 Prijepolje","JZ Srb."
"365","","Kitonja","1342","43° 29,509‘","19° 43,017‘","578 1 prijepolje","JZ Srb."
"366","Bojcina glava","Kitonja","1258","43° 2,328‘","19° 4,365‘","578 1 prijepolje","JZ Srb."
"367","Medovo brdo","Komaran","1344","43°10,748‘","19°39,370‘","578 3 Prijepolje","JZ Srb."
"368","Ravni  jasen","Komaran","1270","43°12,318‘","19°44,601‘","578 3 Prijepolje","JZ Srb."
"369","Crni vrh","Komaran","1129","43°12,910‘","19°39,874‘","578 3 Prijepolje","JZ Srb."
"370","Hrta","Koštan-polje","1205","43°08,679‘","20°20,952‘","579 4 sjenica","JZ Srb."
"371","Markovo brdo","Koštan-polje","1197","43°08,495‘","20°22,313‘","579 4 sjenica","JZ Srb."
"372","Bucanice","Koštan-polje","1170","43°08,388‘","20°18,565‘","579 4 sjenica","JZ Srb."
"373","Lisova","Koštan-polje","1149","43°07,672‘","20°17,569‘","579 4 sjenica","JZ Srb."
"374","Lis","Krstac","699","43°47,642‘","20°11,926‘","529 1 Cacak","JZ Srb."
"375","Crna stena","Krstac","631","43°48,998‘","20°09,472‘","529 1 Cacak","JZ Srb."
"376","Bjeloševac","Krstac","629","43°50,393‘","20°07,739‘","529 1 Cacak","JZ Srb."
"377","Krstaca","Krstaca (Pešter)","1756","42°57,817' N","20°07,612' E","629 1 Pec","JZ gr.S-CG"
"378","Gradina","Krstaca (Pešter)","1691","42°58,747' N","20°08,563' E","629 1 Pec","JZ gr.S-CG"
"379","Stari krst","Krstaca (Pešter)","1597","42°59,687' N","20°07,001' E","629 1 Pec","JZ Srb."
"380","Šuplji kamen","Krstaca (Pešter)","1586","42°59,088' N","20°06,205' E","629 1 Pec","JZ gr.S-CG"
"381","Jelak","Krstaca (Pešter)","1538","43°00,006‘","20°10,487‘","579 3 sjenica","JZ Srb."
"382","Ozren","Krstaca (Pešter)","1518","42°59,924' N","20°04,454' E","629 1 Pec","JZ gr.S-CG"
"383","Ðurdevica","Krstaca (Pešter)","1468","43°00,414‘","20°07,844‘","579 3 sjenica","JZ Srb."
"384","Zekavica","Krstaca (Pešter)","1439","42°59,653' N","20°11,635' E","629 1 Pec","JZ Srb."
"385","Stracijevac","Krstaca (Pešter)","1429","43°00,674‘","20°10,928‘","579 3 sjenica","JZ Srb."
"386","Kukutnica","Kukutnica","1382","43°36,132‘","20°01,988‘","529 3 Cacak","JZ Srb."
"387","","Malic","1100","43°38,957‘","20°06,515‘","529 3 Cacak","JZ Srb."
"388","Pogled","Mokra gora","2154","42°49,924' N","20°22,140' E","629 2 Pec","JZ g.Sr/K/CG"
"389","Smailova kula","Mokra Gora","1947","42°50,791' N","20°21,494' E","629 2 Pec","JZ gr.S-CG"
"390","Strašnik","Mokra Gora","1942","42°50,737' N","20°24,363' E","629 2 Pec","JZ gr.S-K"
"391","Nevestin grob","Mokra Gora","1929","42°50,552' N","20°23,341' E","629 2 Pec","JZ gr.S-K"
"392","Veliko brdo","Mokra Gora","1844","42°50,935' N","20°22,962' E","629 2 Pec","JZ Srb."
"393","Dinovo brdo","Mokra Gora","1842","42°50,650' N","20°25,417' E","629 2 Pec","JZ gr.S-K"
"394","Klinski vrh","Mokra gora","1808","42°52,565' N","20°31,083' E","630 1 K.Mitrovica","JZ g.S-K"
"395","Novi vrh","Mokra Gora","1806","42°49,902' N","20°26,915' E","629 2 Pec","JZ gr.S-K"
"396","Vrh Ledenica","Mokra Gora","1801","42°51,173' N","20°28,137' E","629 2 Pec","JZ gr.S-K"
"397","Istocka strana","Mokra gora (Babin Do)","1724","42°51,453' N","20°24,852' E","629 2 Pec","JZ Srb."
"398","Bandera","Mokra gora (Babin Do)","1685","42°51,736' N","20°23,333' E","629 2 Pec","JZ Srb."
"399","Prijate","Mokra gora (Babin Do)","1666","42°52,081' N","20°26,438' E","629 2 Pec","JZ Srb."
"400","Orlosed","Mokra gora (Babin Do)","1609","42°52,231' N","20°24,103' E","629 2 Pec","JZ Srb."
"401","Muša","Mokra gora (Babin Do)","1504","42°52,202' N","20°25,149' E","629 2 Pec","JZ Srb."
"402","Oklacka glava","Mokra planina","1729","42°54,340' N","20°30,810' E","630 1 K.Mitrovica","JZ g.S-K"
"403","Mucanj","Mucanj","1534","43°32,726‘","20°02,397‘","529 3 Cacak","JZ Srb."
"404","","Mucanj","1436","43°32,633‘","20°00,569‘","529 3 Cacak","JZ Srb."
"405","","Mucanj","1429","43°32,890‘","19°59,884‘","528 4 Užice","JZ Srb."
"406","Vrhovi","Mucanj","1427","43°32,625‘","20°01,190‘","529 3 Cacak","JZ Srb."
"407","Javorovica","Mucanj","1406","43°32,915‘","20°01,048‘","529 3 Cacak","JZ Srb."
"408","","Mucanj","1396","43°32,911‘","19°58,899‘","528 4 Užice","JZ Srb."
"409","Velika cava","Mucanj","1371","43°35,602‘","19°58,599‘","528 4 Užice","JZ Srb."
"410","Visocka cava","Mucanj","1163","43°37,485‘","19°54,382‘","528 4 Užice","JZ Srb."
"411","Sivoš","Mucanj","1113","43°37,152‘","19°57,057‘","528 4 Užice","JZ Srb."
"412","","Ovcar","986","43°53,799‘","20°13,307‘","529 1 Cacak","JZ Srb."
"413","","Ozalj","1253","43°27,801‘","19°28,168‘","577 2 Pljevlja","JZ Srb."
"414","","Ozalj","1228","43°28,738‘","19°26,166‘","577 2 Pljevlja","JZ Srb."
"415","Velika greda","Ozren","1586","43°11,740‘","19°53,211‘","578  4 Prijepolje","JZ Srb."
"416","Vetrenik","Ozren","1581","43°12,651‘","19°52,249‘","578  4 Prijepolje","JZ Srb."
"417","Kruževac","Ozren","1578","43°13,960‘","19°50,121‘","578  4 Prijepolje","JZ Srb."
"418","Krnji bor","Ozren","1480","43°12,953‘","19°51,395‘","578  4 Prijepolje","JZ Srb."
"419","Kulina","Ozren","1302","43°10,831‘","19°50,019‘","578  4 Prijepolje","JZ Srb."
"420","Cukari","Ozren","1082","43°12,468‘","19°46,849‘","578  4 Prijepolje","JZ Srb."
"421","Orlovaca","Ozren Revuša","1693","43°14,679‘","19°51,081‘","578  4 Prijepolje","JZ Srb."
"422","Kamarišta","Ozren Revuša","1641","43°13,764‘","19°50,937‘","578  4 Prijepolje","JZ Srb."
"423","Cir","Ozren Revuša","1600","43°14,601‘","19°48,677‘","578  4 Prijepolje","JZ Srb."
"424","Kablja glava","Ozren Revuša","1462","43°14,700‘","19°47,696‘","578  4 Prijepolje","JZ Srb."
"425","Pape","Ozren Revuša","1354","43°14,408‘","19°54,438‘","578  4 Prijepolje","JZ Srb."
"426","Pozvizd","Ozren Revuša","1301","43°14,626‘","19°46,433‘","578  4 Prijepolje","JZ Srb."
"427","V.Cuker","Pešter","1392","43°08,324‘","20°05,657‘","579 3 sjenica","JZ Srb."
"428","Budevica","Pešter","1392","43°07,605‘","19°55,469‘","578  4 Prijepolje","JZ Srb."
"429","Ozebac","Pešter","1363","43°08,174‘","20°06,548‘","579 3 sjenica","JZ Srb."
"430","Trojan","Pešter","1351","43°06,556‘","20°09,924‘","579 3 sjenica","JZ Srb."
"431","Biocki Ozebac","Pešter","1312","43°07,320‘","20°05,754‘","579 3 sjenica","JZ Srb."
"432","Cuvilje","Pešter (Donje Lopiže)","1121","43°19,412‘","19°59,499‘","578 2 prijepolje","JZ Srb."
"433","Gradina","Pešter (Dubinje)","1330","43°12,305‘","20°03,343‘","579 3 sjenica","JZ Srb."
"434","Crni vrh","Pešter (Dubinje)","1301","43°13,073‘","20°06,741‘","579 3 sjenica","JZ Srb."
"435","Hamidovo brdo","Pešter (Kijevci)","1347","43°11,127‘","20°04,714‘","579 3 sjenica","JZ Srb."
"436","Vilišta","Pešter (Korita)","1478","43°03,234‘","19°59,640‘","578  4 Prijepolje","JZ gr.S-CG"
"437","Kuljarski vrh","Pešter (Moravac)","1492","43°00,670‘","20°05,907‘","579 3 sjenica","JZ Srb."
"438","Blizanac","Pešter (Šaronje)","1036","43°11,933‘","20°26,081‘","579 4 sjenica","JZ Srb."
"439","Kapic","Pešter (Sjenica)","1268","43°20,917‘","20°02,584‘"," 579 1 sjenica","JZ Srb."
"440","Babinjaca","Pešter (Sjenica)","1230","43°17,883‘","19°57,625‘","578 2 prijepolje","JZ Srb."
"441","Maljevine","Pešter (Sjenica)","1179","43°18,340‘","19°58,823‘","578 2 prijepolje","JZ Srb."
"442","Cemernik","Pešter (Sjenicko jezero)","1334","43°21,975‘","19°55,801‘","578 2 prijepolje","JZ Srb."
"443","Gradina","Pešter (Sjenicko jezero)","1306","43°25,179‘","19°58,031‘","578 2 prijepolje","JZ Srb."
"444","Kamenita glava","Pešter (Sjenicko jezero)","1265","43°22,299‘","19°59,233‘","578 2 prijepolje","JZ Srb."
"445","Kobilja glava","Pešter (Sjenicko jezero)","1237","43°24,790‘","19°55,022‘","578 2 prijepolje","JZ Srb."
"446","Šaponjski vrh","Pešter (Sjenicko jezero)","1235","43°24,436‘","19°56,429‘","578 2 prijepolje","JZ Srb."
"447","Osjecenik","Pešter (Trešnjevica)","1427","43°08,701‘","19°51,840‘","578  4 Prijepolje","JZ Srb."
"448","Crnoglav","Pešter (Trešnjevica)","1317","43°07,388‘","19°51,540‘","578  4 Prijepolje","JZ Srb."
"449","Plavicevica","Pešter (Ugao)","1406","43°02,196‘","20°04,689‘","579 3 sjenica","JZ Srb."
"450","Ceret","(Sjenica, Dolice)","1304","43°05,540‘","20°00,525‘","579 3 sjenica","JZ Srb."
"451","Jagnjeci krš","(Sjenica, Dolice)","1297","43°04,672‘","20°01,677‘","579 3 sjenica","JZ Srb."
"452","Turijak","(Sjenica, Ušacka pecina)","1300","43°19,422‘","19°55,537‘","578 2 prijepolje","JZ Srb."
"453","Krstaca","(Sjenica,Trijebine)","1573","43°11,699‘","19°56,357‘","578  4 Prijepolje","JZ Srb."
"454","Velika Plana","(Sopocani)","1127","43°07,673‘","20°22,149‘","579 4 sjenica","JZ Srb."
"455","Borak","Pobijenik","1423","43° 2,728‘","19° 3,089‘","578 1 prijepolje","JZ Srb."
"456","Veternik","Pobijenik","1359","43°30,044‘","19°32,642‘","528 3 Užice","JZ Srb."
"457","Vis","Pobijenik","1295","43°30,885‘","19°29,667‘","527 4 višegrad","JZ Srb."
"458","","Pobijenik","1260","43° 2,244‘","19° 3,378‘","578 1 prijepolje","JZ Srb."
"459","Cepac","Pobijenik","1256","43° 2,009‘","19° 3,362‘","578 1 prijepolje","JZ Srb."
"460","Goleško brdo","Pobijenik","1230","43°30,722‘","19°31,218‘","528 3 Užice","JZ Srb."
"461","Džurovsko brdo","Pobijenik","1220","43° 2,757‘","19° 3,970‘","578 1 prijepolje","JZ Srb."
"462","Džamija","Pobijenik","1088","43° 2,697‘","19° 3,316‘","578 1 prijepolje","JZ Srb."
"463","Kolska stena","Pobijenik","1052","43° 2,127‘","19° 3,021‘","578 1 prijepolje","JZ Srb."
"464","Ploca","Pobijenik","1043","43° 2,442‘","19° 3,855‘","578 1 prijepolje","JZ Srb."
"465","Grad","Pobijenik","920","43°34,765‘","19°30,705‘","528 3 Užice","JZ Srb."
